TaskID,TaskType,SourceRegion,ExecRegion,ArrivalHour,StartHour,Duration_h,FinishHour,GPU_Demand,PowerRate_MW_per_GPU,GPU_h,IT_MWh,MaxLatency_ms,ActualLatency_ms,LatestFinishHour
6040,AITraining,RegionF,RegionF,666,666,4.633333333333334,670.6333333333333,49.0,0.16,227.03333333333336,36.32533333333334,150.0,5.0,2406.0
6041,AITraining,RegionB,RegionB,1785,1785,3.433333333333333,1788.4333333333334,115.0,0.16,394.8333333333333,63.17333333333333,150.0,5.0,2406.0
6042,BatchInference,RegionB,RegionB,1167,1167,4.933333333333334,1171.9333333333334,22.0,0.1,108.53333333333333,10.853333333333333,80.0,5.0,2406.0
6043,AITraining,RegionD,RegionD,1791,1791,6.066666666666666,1797.0666666666666,18.0,0.16,109.19999999999999,17.471999999999998,150.0,5.0,2406.0
6044,AITraining,RegionE,RegionE,1160,1160,3.316666666666667,1163.3166666666666,21.0,0.16,69.65,11.144000000000002,150.0,5.0,2406.0
6045,AITraining,RegionE,RegionE,406,406,1.5833333333333333,407.5833333333333,104.0,0.16,164.66666666666666,26.346666666666664,150.0,5.0,2406.0
6046,RealTimeInference,RegionC,RegionC,425,425,2.1166666666666667,427.1166666666667,7.0,0.08,14.816666666666666,1.1853333333333333,20.0,5.0,428.0
6047,RealTimeInference,RegionF,RegionF,67,67,6.316666666666666,73.31666666666666,6.0,0.08,37.9,3.032,20.0,5.0,74.0
6048,AITraining,RegionC,RegionC,1684,1684,1.6,1685.6,111.0,0.16,177.60000000000002,28.416000000000004,150.0,5.0,2406.0
6049,RealTimeInference,RegionA,RegionA,2033,2033,0.5666666666666667,2033.5666666666666,1.0,0.08,0.5666666666666667,0.04533333333333333,20.0,5.0,2034.0
6050,AITraining,RegionD,RegionD,2231,2231,1.7333333333333334,2232.733333333333,51.0,0.16,88.4,14.144000000000002,150.0,5.0,2406.0
6051,RealTimeInference,RegionB,RegionB,1819,1819,0.9166666666666666,1819.9166666666667,2.0,0.08,1.8333333333333333,0.14666666666666667,20.0,5.0,1820.0
6052,AITraining,RegionF,RegionF,2380,2380,4.95,2384.95,92.0,0.16,455.40000000000003,72.864,150.0,5.0,2406.0
6053,RealTimeInference,RegionD,RegionD,1187,1187,0.4166666666666667,1187.4166666666667,1.0,0.08,0.4166666666666667,0.03333333333333333,20.0,5.0,1188.0
6054,BatchInference,RegionA,RegionA,867,867,4.266666666666667,871.2666666666667,21.0,0.1,89.6,8.959999999999999,80.0,5.0,2406.0
6055,RealTimeInference,RegionA,RegionA,1862,1862,0.16666666666666666,1862.1666666666667,3.0,0.08,0.5,0.04,20.0,5.0,1863.0
6056,AITraining,RegionD,RegionD,1560,1560,5.05,1565.05,77.0,0.16,388.84999999999997,62.215999999999994,150.0,5.0,2406.0
6057,RealTimeInference,RegionB,RegionB,801,801,5.766666666666667,806.7666666666667,4.0,0.08,23.066666666666666,1.8453333333333333,20.0,5.0,807.0
6058,BatchInference,RegionD,RegionD,509,509,2.1166666666666667,511.1166666666667,4.0,0.1,8.466666666666667,0.8466666666666667,80.0,5.0,2406.0
6059,BatchInference,RegionE,RegionE,1900,1900,3.3333333333333335,1903.3333333333333,11.0,0.1,36.66666666666667,3.6666666666666674,80.0,5.0,2406.0
6060,BatchInference,RegionF,RegionF,1621,1621,3.75,1624.75,14.0,0.1,52.5,5.25,80.0,5.0,2406.0
6061,RealTimeInference,RegionA,RegionA,1534,1534,4.35,1538.35,2.0,0.08,8.7,0.696,20.0,5.0,1539.0
6062,RealTimeInference,RegionA,RegionA,2078,2078,5.65,2083.65,2.0,0.08,11.3,0.904,20.0,5.0,2084.0
6063,BatchInference,RegionC,RegionC,1096,1096,3.033333333333333,1099.0333333333333,22.0,0.1,66.73333333333333,6.673333333333334,80.0,5.0,2406.0
6064,AITraining,RegionE,RegionE,1083,1083,6.583333333333333,1089.5833333333333,94.0,0.16,618.8333333333333,99.01333333333332,150.0,5.0,2406.0
6065,BatchInference,RegionD,RegionD,1698,1698,4.9,1702.9,7.0,0.1,34.300000000000004,3.4300000000000006,80.0,5.0,2406.0
6066,AITraining,RegionF,RegionF,989,989,4.583333333333333,993.5833333333334,110.0,0.16,504.16666666666663,80.66666666666666,150.0,5.0,2406.0
6067,RealTimeInference,RegionA,RegionA,1698,1698,5.416666666666667,1703.4166666666667,3.0,0.08,16.25,1.3,20.0,5.0,1704.0
6068,RealTimeInference,RegionA,RegionA,63,63,5.416666666666667,68.41666666666667,4.0,0.08,21.666666666666668,1.7333333333333334,20.0,5.0,69.0
6069,RealTimeInference,RegionA,RegionA,628,628,5.166666666666667,633.1666666666666,3.0,0.08,15.5,1.24,20.0,5.0,634.0
6070,BatchInference,RegionC,RegionC,2125,2125,1.0166666666666666,2126.016666666667,9.0,0.1,9.149999999999999,0.9149999999999999,80.0,5.0,2406.0
6071,AITraining,RegionE,RegionE,1300,1300,3.566666666666667,1303.5666666666666,96.0,0.16,342.40000000000003,54.784000000000006,150.0,5.0,2406.0
6072,BatchInference,RegionE,RegionE,698,698,4.433333333333334,702.4333333333333,12.0,0.1,53.2,5.32,80.0,5.0,2406.0
6073,AITraining,RegionF,RegionF,1761,1761,3.1166666666666667,1764.1166666666666,72.0,0.16,224.4,35.904,150.0,5.0,2406.0
6074,RealTimeInference,RegionA,RegionA,2276,2276,4.25,2280.25,2.0,0.08,8.5,0.68,20.0,5.0,2281.0
6075,BatchInference,RegionB,RegionB,789,789,6.05,795.05,20.0,0.1,121.0,12.100000000000001,80.0,5.0,2406.0
6076,AITraining,RegionD,RegionD,1611,1611,2.2333333333333334,1613.2333333333333,55.0,0.16,122.83333333333334,19.653333333333336,150.0,5.0,2406.0
6077,RealTimeInference,RegionB,RegionB,2366,2366,6.0,2372.0,2.0,0.08,12.0,0.96,20.0,5.0,2372.0
6078,BatchInference,RegionD,RegionD,527,527,1.55,528.55,12.0,0.1,18.6,1.8600000000000003,80.0,5.0,2406.0
6079,AITraining,RegionF,RegionF,1599,1599,4.833333333333333,1603.8333333333333,36.0,0.16,174.0,27.84,150.0,5.0,2406.0
6080,AITraining,RegionA,RegionA,711,711,3.0166666666666666,714.0166666666667,117.0,0.16,352.95,56.472,150.0,5.0,2406.0
6081,BatchInference,RegionA,RegionA,1303,1303,3.316666666666667,1306.3166666666666,12.0,0.1,39.800000000000004,3.9800000000000004,80.0,5.0,2406.0
6082,AITraining,RegionD,RegionD,648,648,5.366666666666666,653.3666666666667,123.0,0.16,660.0999999999999,105.61599999999999,150.0,5.0,2406.0
6083,BatchInference,RegionC,RegionC,946,946,5.033333333333333,951.0333333333333,8.0,0.1,40.266666666666666,4.026666666666666,80.0,5.0,2406.0
6084,RealTimeInference,RegionB,RegionB,517,517,4.85,521.85,4.0,0.08,19.4,1.5519999999999998,20.0,5.0,522.0
6085,AITraining,RegionF,RegionF,484,484,6.133333333333334,490.1333333333333,35.0,0.16,214.66666666666669,34.34666666666667,150.0,5.0,2406.0
6086,AITraining,RegionF,RegionF,2363,2363,0.4666666666666667,2363.4666666666667,44.0,0.16,20.533333333333335,3.285333333333334,150.0,5.0,2406.0
6087,BatchInference,RegionA,RegionA,1065,1065,4.866666666666666,1069.8666666666666,23.0,0.1,111.93333333333332,11.193333333333333,80.0,5.0,2406.0
6088,AITraining,RegionD,RegionD,651,651,5.15,656.15,109.0,0.16,561.35,89.816,150.0,5.0,2406.0
6089,BatchInference,RegionB,RegionB,834,834,2.65,836.65,6.0,0.1,15.899999999999999,1.5899999999999999,80.0,5.0,2406.0
6090,RealTimeInference,RegionB,RegionB,382,382,5.983333333333333,387.98333333333335,2.0,0.08,11.966666666666667,0.9573333333333334,20.0,5.0,388.0
6091,RealTimeInference,RegionC,RegionC,1791,1791,2.35,1793.35,2.0,0.08,4.7,0.376,20.0,5.0,1794.0
6092,RealTimeInference,RegionC,RegionC,626,626,1.7666666666666666,627.7666666666667,2.0,0.08,3.533333333333333,0.2826666666666667,20.0,5.0,628.0
6093,RealTimeInference,RegionA,RegionA,2226,2226,6.083333333333333,2232.0833333333335,2.0,0.08,12.166666666666666,0.9733333333333333,20.0,5.0,2233.0
6094,RealTimeInference,RegionA,RegionA,2342,2342,2.75,2344.75,3.0,0.08,8.25,0.66,20.0,5.0,2345.0
6095,BatchInference,RegionB,RegionB,103,103,2.0166666666666666,105.01666666666667,17.0,0.1,34.28333333333333,3.4283333333333332,80.0,5.0,2406.0
6096,AITraining,RegionD,RegionD,534,534,1.7666666666666666,535.7666666666667,90.0,0.16,159.0,25.44,150.0,5.0,2406.0
6097,BatchInference,RegionD,RegionD,1466,1466,1.7,1467.7,5.0,0.1,8.5,0.8500000000000001,80.0,5.0,2406.0
6098,RealTimeInference,RegionC,RegionC,981,981,3.55,984.55,5.0,0.08,17.75,1.42,20.0,5.0,985.0
6099,AITraining,RegionF,RegionF,908,908,5.533333333333333,913.5333333333333,41.0,0.16,226.86666666666667,36.29866666666667,150.0,5.0,2406.0
6100,BatchInference,RegionA,RegionA,793,793,3.15,796.15,23.0,0.1,72.45,7.245000000000001,80.0,5.0,2406.0
6101,AITraining,RegionD,RegionD,1004,1004,3.1666666666666665,1007.1666666666666,33.0,0.16,104.5,16.72,150.0,5.0,2406.0
6102,AITraining,RegionD,RegionD,1548,1548,1.9166666666666667,1549.9166666666667,42.0,0.16,80.5,12.88,150.0,5.0,2406.0
6103,BatchInference,RegionC,RegionC,211,211,0.3333333333333333,211.33333333333334,4.0,0.1,1.3333333333333333,0.13333333333333333,80.0,5.0,2406.0
6104,BatchInference,RegionD,RegionD,339,339,3.1666666666666665,342.1666666666667,5.0,0.1,15.833333333333332,1.5833333333333333,80.0,5.0,2406.0
6105,RealTimeInference,RegionC,RegionC,94,94,4.716666666666667,98.71666666666667,5.0,0.08,23.583333333333336,1.886666666666667,20.0,5.0,99.0
6106,AITraining,RegionF,RegionF,2373,2373,5.7,2378.7,36.0,0.16,205.20000000000002,32.832,150.0,5.0,2406.0
6107,RealTimeInference,RegionA,RegionA,454,454,0.5666666666666667,454.56666666666666,2.0,0.08,1.1333333333333333,0.09066666666666666,20.0,5.0,455.0
6108,BatchInference,RegionB,RegionB,502,502,3.6666666666666665,505.6666666666667,16.0,0.1,58.666666666666664,5.866666666666667,80.0,5.0,2406.0
6109,RealTimeInference,RegionB,RegionB,580,580,5.8,585.8,1.0,0.08,5.8,0.46399999999999997,20.0,5.0,586.0
6110,BatchInference,RegionD,RegionD,1073,1073,2.95,1075.95,23.0,0.1,67.85000000000001,6.785000000000001,80.0,5.0,2406.0
6111,RealTimeInference,RegionC,RegionC,380,380,1.5833333333333333,381.5833333333333,1.0,0.08,1.5833333333333333,0.12666666666666665,20.0,5.0,382.0
6112,RealTimeInference,RegionC,RegionC,2024,2024,5.216666666666667,2029.2166666666667,7.0,0.08,36.516666666666666,2.921333333333333,20.0,5.0,2030.0
6113,BatchInference,RegionA,RegionA,851,851,5.233333333333333,856.2333333333333,10.0,0.1,52.333333333333336,5.233333333333334,80.0,5.0,2406.0
6114,BatchInference,RegionB,RegionB,412,412,5.166666666666667,417.1666666666667,7.0,0.1,36.16666666666667,3.616666666666667,80.0,5.0,2406.0
6115,BatchInference,RegionB,RegionB,89,89,6.033333333333333,95.03333333333333,7.0,0.1,42.233333333333334,4.223333333333334,80.0,5.0,2406.0
6116,BatchInference,RegionC,RegionC,301,301,3.3666666666666667,304.3666666666667,10.0,0.1,33.666666666666664,3.3666666666666667,80.0,5.0,2406.0
6117,BatchInference,RegionD,RegionD,312,312,5.316666666666666,317.31666666666666,19.0,0.1,101.01666666666667,10.101666666666667,80.0,5.0,2406.0
6118,RealTimeInference,RegionC,RegionC,1719,1719,2.3833333333333333,1721.3833333333334,7.0,0.08,16.683333333333334,1.3346666666666667,20.0,5.0,1722.0
6119,BatchInference,RegionF,RegionF,1284,1284,6.233333333333333,1290.2333333333333,5.0,0.1,31.166666666666668,3.116666666666667,80.0,5.0,2406.0
6120,AITraining,RegionC,RegionC,1846,1846,6.2,1852.2,38.0,0.16,235.6,37.696,150.0,5.0,2406.0
6121,RealTimeInference,RegionA,RegionA,736,736,1.0,737.0,5.0,0.08,5.0,0.4,20.0,5.0,737.0
6122,BatchInference,RegionC,RegionC,41,41,2.7,43.7,11.0,0.1,29.700000000000003,2.9700000000000006,80.0,5.0,2406.0
6123,RealTimeInference,RegionB,RegionB,2323,2323,4.716666666666667,2327.7166666666667,3.0,0.08,14.15,1.1320000000000001,20.0,5.0,2328.0
6124,AITraining,RegionE,RegionE,128,128,5.766666666666667,133.76666666666668,42.0,0.16,242.2,38.752,150.0,5.0,2406.0
6125,RealTimeInference,RegionC,RegionC,1404,1404,5.75,1409.75,3.0,0.08,17.25,1.3800000000000001,20.0,5.0,1410.0
6126,BatchInference,RegionA,RegionA,1982,1982,0.7166666666666667,1982.7166666666667,18.0,0.1,12.9,1.29,80.0,5.0,2406.0
6127,AITraining,RegionD,RegionD,2238,2238,4.133333333333334,2242.133333333333,63.0,0.16,260.40000000000003,41.66400000000001,150.0,5.0,2406.0
6128,RealTimeInference,RegionA,RegionA,648,648,6.35,654.35,2.0,0.08,12.7,1.016,20.0,5.0,655.0
6129,AITraining,RegionD,RegionD,1042,1042,3.716666666666667,1045.7166666666667,63.0,0.16,234.15,37.464,150.0,5.0,2406.0
6130,RealTimeInference,RegionB,RegionB,789,789,5.45,794.45,4.0,0.08,21.8,1.744,20.0,5.0,795.0
6131,AITraining,RegionF,RegionF,121,121,4.166666666666667,125.16666666666667,28.0,0.16,116.66666666666667,18.666666666666668,150.0,5.0,2406.0
6132,AITraining,RegionF,RegionF,94,94,1.6833333333333333,95.68333333333334,35.0,0.16,58.916666666666664,9.426666666666666,150.0,5.0,2406.0
6133,AITraining,RegionB,RegionB,2096,2096,3.966666666666667,2099.9666666666667,123.0,0.16,487.90000000000003,78.06400000000001,150.0,5.0,2406.0
6134,RealTimeInference,RegionA,RegionA,885,885,3.0833333333333335,888.0833333333334,4.0,0.08,12.333333333333334,0.9866666666666667,20.0,5.0,889.0
6135,BatchInference,RegionC,RegionC,470,470,6.233333333333333,476.23333333333335,15.0,0.1,93.5,9.35,80.0,5.0,2406.0
6136,RealTimeInference,RegionB,RegionB,120,120,6.083333333333333,126.08333333333333,1.0,0.08,6.083333333333333,0.48666666666666664,20.0,5.0,127.0
6137,BatchInference,RegionD,RegionD,567,567,1.3333333333333333,568.3333333333334,17.0,0.1,22.666666666666664,2.2666666666666666,80.0,5.0,2406.0
6138,RealTimeInference,RegionC,RegionC,341,341,6.033333333333333,347.03333333333336,3.0,0.08,18.1,1.4480000000000002,20.0,5.0,348.0
6139,AITraining,RegionA,RegionA,518,518,1.9166666666666667,519.9166666666666,59.0,0.16,113.08333333333334,18.093333333333334,150.0,5.0,2406.0
6140,BatchInference,RegionA,RegionA,1120,1120,6.5,1126.5,5.0,0.1,32.5,3.25,80.0,5.0,2406.0
6141,BatchInference,RegionB,RegionB,816,816,3.816666666666667,819.8166666666667,7.0,0.1,26.71666666666667,2.671666666666667,80.0,5.0,2406.0
6142,RealTimeInference,RegionB,RegionB,1427,1427,3.05,1430.05,6.0,0.08,18.299999999999997,1.4639999999999997,20.0,5.0,1431.0
6143,AITraining,RegionE,RegionE,2258,2258,4.483333333333333,2262.483333333333,103.0,0.16,461.78333333333336,73.88533333333334,150.0,5.0,2406.0
6144,AITraining,RegionF,RegionF,1205,1205,0.6333333333333333,1205.6333333333334,53.0,0.16,33.56666666666666,5.370666666666666,150.0,5.0,2406.0
6145,BatchInference,RegionF,RegionF,2030,2030,4.9,2034.9,22.0,0.1,107.80000000000001,10.780000000000001,80.0,5.0,2406.0
6146,BatchInference,RegionA,RegionA,2099,2099,6.35,2105.35,7.0,0.1,44.449999999999996,4.444999999999999,80.0,5.0,2406.0
6147,BatchInference,RegionB,RegionB,790,790,4.8,794.8,9.0,0.1,43.199999999999996,4.319999999999999,80.0,5.0,2406.0
6148,BatchInference,RegionB,RegionB,708,708,4.4,712.4,10.0,0.1,44.0,4.4,80.0,5.0,2406.0
6149,RealTimeInference,RegionB,RegionB,1151,1151,3.15,1154.15,4.0,0.08,12.6,1.008,20.0,5.0,1155.0
6150,BatchInference,RegionD,RegionD,421,421,5.516666666666667,426.51666666666665,11.0,0.1,60.68333333333333,6.068333333333333,80.0,5.0,2406.0
6151,AITraining,RegionF,RegionF,1276,1276,4.3,1280.3,92.0,0.16,395.59999999999997,63.296,150.0,5.0,2406.0
6152,RealTimeInference,RegionF,RegionF,843,843,1.8166666666666667,844.8166666666667,5.0,0.08,9.083333333333334,0.7266666666666667,20.0,5.0,845.0
6153,AITraining,RegionC,RegionC,1998,1998,5.283333333333333,2003.2833333333333,76.0,0.16,401.5333333333333,64.24533333333333,150.0,5.0,2406.0
6154,BatchInference,RegionB,RegionB,1827,1827,0.75,1827.75,9.0,0.1,6.75,0.675,80.0,5.0,2406.0
6155,BatchInference,RegionC,RegionC,1112,1112,3.2,1115.2,19.0,0.1,60.800000000000004,6.080000000000001,80.0,5.0,2406.0
6156,BatchInference,RegionD,RegionD,440,440,5.2,445.2,16.0,0.1,83.2,8.32,80.0,5.0,2406.0
6157,AITraining,RegionF,RegionF,1568,1568,4.116666666666666,1572.1166666666666,105.0,0.16,432.24999999999994,69.16,150.0,5.0,2406.0
6158,BatchInference,RegionF,RegionF,818,818,2.933333333333333,820.9333333333333,10.0,0.1,29.333333333333332,2.9333333333333336,80.0,5.0,2406.0
6159,AITraining,RegionB,RegionB,1445,1445,0.65,1445.65,102.0,0.16,66.3,10.608,150.0,5.0,2406.0
6160,BatchInference,RegionB,RegionB,263,263,5.65,268.65,21.0,0.1,118.65,11.865000000000002,80.0,5.0,2406.0
6161,BatchInference,RegionB,RegionB,685,685,2.716666666666667,687.7166666666667,10.0,0.1,27.166666666666668,2.716666666666667,80.0,5.0,2406.0
6162,RealTimeInference,RegionB,RegionB,2094,2094,3.433333333333333,2097.4333333333334,7.0,0.08,24.03333333333333,1.9226666666666665,20.0,5.0,2098.0
6163,BatchInference,RegionD,RegionD,1678,1678,0.45,1678.45,4.0,0.1,1.8,0.18000000000000002,80.0,5.0,2406.0
6164,BatchInference,RegionE,RegionE,2172,2172,4.55,2176.55,16.0,0.1,72.8,7.28,80.0,5.0,2406.0
6165,BatchInference,RegionF,RegionF,1631,1631,2.566666666666667,1633.5666666666666,13.0,0.1,33.36666666666667,3.336666666666667,80.0,5.0,2406.0
6166,RealTimeInference,RegionA,RegionA,469,469,5.733333333333333,474.73333333333335,6.0,0.08,34.4,2.752,20.0,5.0,475.0
6167,RealTimeInference,RegionA,RegionA,1321,1321,1.2,1322.2,1.0,0.08,1.2,0.096,20.0,5.0,1323.0
6168,BatchInference,RegionC,RegionC,761,761,0.4,761.4,11.0,0.1,4.4,0.44000000000000006,80.0,5.0,2406.0
6169,BatchInference,RegionD,RegionD,1004,1004,2.1666666666666665,1006.1666666666666,6.0,0.1,13.0,1.3,80.0,5.0,2406.0
6170,RealTimeInference,RegionC,RegionC,881,881,2.283333333333333,883.2833333333333,7.0,0.08,15.983333333333333,1.2786666666666666,20.0,5.0,884.0
6171,AITraining,RegionF,RegionF,1522,1525,4.95,1529.95,127.0,0.16,628.65,100.584,150.0,5.0,2406.0
6172,BatchInference,RegionA,RegionA,594,594,3.15,597.15,16.0,0.1,50.4,5.04,80.0,5.0,2406.0
6173,BatchInference,RegionA,RegionA,500,500,0.36666666666666664,500.3666666666667,18.0,0.1,6.6,0.66,80.0,5.0,2406.0
6174,RealTimeInference,RegionA,RegionA,1304,1304,1.3166666666666667,1305.3166666666666,6.0,0.08,7.9,0.632,20.0,5.0,1306.0
6175,AITraining,RegionE,RegionE,44,44,1.6333333333333333,45.63333333333333,77.0,0.16,125.76666666666667,20.122666666666667,150.0,5.0,2406.0
6176,AITraining,RegionE,RegionE,1347,1347,3.7666666666666666,1350.7666666666667,76.0,0.16,286.26666666666665,45.80266666666667,150.0,5.0,2406.0
6177,RealTimeInference,RegionC,RegionC,1906,1906,2.5,1908.5,2.0,0.08,5.0,0.4,20.0,5.0,1909.0
6178,AITraining,RegionF,RegionF,1317,1317,5.35,1322.35,48.0,0.16,256.79999999999995,41.087999999999994,150.0,5.0,2406.0
6179,RealTimeInference,RegionA,RegionA,2300,2300,3.75,2303.75,3.0,0.08,11.25,0.9,20.0,5.0,2304.0
6180,RealTimeInference,RegionA,RegionA,1579,1579,1.7833333333333334,1580.7833333333333,7.0,0.08,12.483333333333334,0.9986666666666668,20.0,5.0,1581.0
6181,BatchInference,RegionC,RegionC,869,869,1.2666666666666666,870.2666666666667,23.0,0.1,29.133333333333333,2.9133333333333336,80.0,5.0,2406.0
6182,AITraining,RegionE,RegionE,890,890,1.1166666666666667,891.1166666666667,64.0,0.16,71.46666666666667,11.434666666666667,150.0,5.0,2406.0
6183,RealTimeInference,RegionC,RegionC,2297,2297,4.8,2301.8,4.0,0.08,19.2,1.536,20.0,5.0,2302.0
6184,BatchInference,RegionE,RegionE,306,316,6.566666666666666,322.56666666666666,15.0,0.1,98.5,9.850000000000001,80.0,5.0,2406.0
6185,AITraining,RegionA,RegionA,1727,1727,2.283333333333333,1729.2833333333333,112.0,0.16,255.73333333333332,40.91733333333333,150.0,5.0,2406.0
6186,AITraining,RegionD,RegionD,1782,1782,3.25,1785.25,96.0,0.16,312.0,49.92,150.0,5.0,2406.0
6187,BatchInference,RegionB,RegionB,1311,1311,4.483333333333333,1315.4833333333333,12.0,0.1,53.8,5.38,80.0,5.0,2406.0
6188,RealTimeInference,RegionB,RegionB,807,807,2.4,809.4,5.0,0.08,12.0,0.96,20.0,5.0,810.0
6189,RealTimeInference,RegionB,RegionB,2023,2023,2.8333333333333335,2025.8333333333333,6.0,0.08,17.0,1.36,20.0,5.0,2026.0
6190,BatchInference,RegionE,RegionE,191,191,6.616666666666666,197.61666666666667,4.0,0.1,26.466666666666665,2.6466666666666665,80.0,5.0,2406.0
6191,BatchInference,RegionF,RegionF,1725,1725,4.983333333333333,1729.9833333333333,4.0,0.1,19.933333333333334,1.9933333333333334,80.0,5.0,2406.0
6192,RealTimeInference,RegionA,RegionA,508,508,1.6166666666666667,509.6166666666667,3.0,0.08,4.85,0.38799999999999996,20.0,5.0,510.0
6193,BatchInference,RegionB,RegionB,700,700,2.7,702.7,18.0,0.1,48.6,4.86,80.0,5.0,2406.0
6194,AITraining,RegionD,RegionD,1338,1338,4.7,1342.7,70.0,0.16,329.0,52.64,150.0,5.0,2406.0
6195,AITraining,RegionE,RegionE,1568,1568,2.5,1570.5,36.0,0.16,90.0,14.4,150.0,5.0,2406.0
6196,RealTimeInference,RegionC,RegionC,2360,2360,0.21666666666666667,2360.2166666666667,3.0,0.08,0.65,0.052000000000000005,20.0,5.0,2361.0
6197,RealTimeInference,RegionC,RegionC,1167,1167,0.5833333333333334,1167.5833333333333,3.0,0.08,1.75,0.14,20.0,5.0,1168.0
6198,RealTimeInference,RegionA,RegionA,2358,2358,4.583333333333333,2362.5833333333335,3.0,0.08,13.75,1.1,20.0,5.0,2363.0
6199,RealTimeInference,RegionA,RegionA,1891,1891,2.2333333333333334,1893.2333333333333,5.0,0.08,11.166666666666668,0.8933333333333334,20.0,5.0,1894.0
6200,BatchInference,RegionB,RegionB,536,536,5.066666666666666,541.0666666666667,15.0,0.1,76.0,7.6000000000000005,80.0,5.0,2406.0
6201,BatchInference,RegionC,RegionC,151,151,4.733333333333333,155.73333333333332,22.0,0.1,104.13333333333334,10.413333333333334,80.0,5.0,2406.0
6202,AITraining,RegionE,RegionE,2160,2160,3.716666666666667,2163.7166666666667,91.0,0.16,338.2166666666667,54.11466666666667,150.0,5.0,2406.0
6203,RealTimeInference,RegionC,RegionC,1381,1381,5.183333333333334,1386.1833333333334,7.0,0.08,36.28333333333333,2.9026666666666667,20.0,5.0,1387.0
6204,AITraining,RegionF,RegionF,66,66,2.6333333333333333,68.63333333333334,91.0,0.16,239.63333333333333,38.34133333333333,150.0,5.0,2406.0
6205,RealTimeInference,RegionA,RegionA,1924,1924,1.1833333333333333,1925.1833333333334,3.0,0.08,3.55,0.284,20.0,5.0,1926.0
6206,RealTimeInference,RegionA,RegionA,1700,1700,1.95,1701.95,2.0,0.08,3.9,0.312,20.0,5.0,1702.0
6207,AITraining,RegionD,RegionD,1232,1232,3.966666666666667,1235.9666666666667,74.0,0.16,293.53333333333336,46.96533333333334,150.0,5.0,2406.0
6208,BatchInference,RegionC,RegionC,1299,1299,4.616666666666666,1303.6166666666666,19.0,0.1,87.71666666666665,8.771666666666667,80.0,5.0,2406.0
6209,BatchInference,RegionD,RegionD,1639,1639,6.116666666666666,1645.1166666666666,5.0,0.1,30.583333333333332,3.0583333333333336,80.0,5.0,2406.0
6210,RealTimeInference,RegionC,RegionC,2279,2279,0.5666666666666667,2279.5666666666666,7.0,0.08,3.966666666666667,0.31733333333333336,20.0,5.0,2280.0
6211,BatchInference,RegionF,RegionF,2022,2022,0.9666666666666667,2022.9666666666667,7.0,0.1,6.766666666666667,0.6766666666666667,80.0,5.0,2406.0
6212,AITraining,RegionC,RegionC,192,192,3.066666666666667,195.06666666666666,93.0,0.16,285.20000000000005,45.632000000000005,150.0,5.0,2406.0
6213,BatchInference,RegionB,RegionB,1222,1222,4.716666666666667,1226.7166666666667,11.0,0.1,51.88333333333333,5.1883333333333335,80.0,5.0,2406.0
6214,AITraining,RegionD,RegionD,1861,1861,3.6333333333333333,1864.6333333333334,50.0,0.16,181.66666666666666,29.066666666666666,150.0,5.0,2406.0
6215,BatchInference,RegionD,RegionD,497,497,2.25,499.25,10.0,0.1,22.5,2.25,80.0,5.0,2406.0
6216,BatchInference,RegionE,RegionE,420,420,6.083333333333333,426.0833333333333,19.0,0.1,115.58333333333333,11.558333333333334,80.0,5.0,2406.0
6217,RealTimeInference,RegionD,RegionD,917,917,6.233333333333333,923.2333333333333,2.0,0.08,12.466666666666667,0.9973333333333334,20.0,5.0,924.0
6218,RealTimeInference,RegionA,RegionA,42,42,6.25,48.25,7.0,0.08,43.75,3.5,20.0,5.0,49.0
6219,RealTimeInference,RegionA,RegionA,430,430,5.683333333333334,435.68333333333334,2.0,0.08,11.366666666666667,0.9093333333333334,20.0,5.0,436.0
6220,BatchInference,RegionB,RegionB,1784,1784,2.25,1786.25,4.0,0.1,9.0,0.9,80.0,5.0,2406.0
6221,RealTimeInference,RegionB,RegionB,697,697,1.8666666666666667,698.8666666666667,4.0,0.08,7.466666666666667,0.5973333333333334,20.0,5.0,699.0
6222,RealTimeInference,RegionC,RegionC,782,782,3.2666666666666666,785.2666666666667,1.0,0.08,3.2666666666666666,0.2613333333333333,20.0,5.0,786.0
6223,AITraining,RegionF,RegionF,1510,1517,1.8833333333333333,1518.8833333333334,92.0,0.16,173.26666666666665,27.722666666666665,150.0,5.0,2406.0
6224,AITraining,RegionF,RegionF,20,20,5.216666666666667,25.21666666666667,101.0,0.16,526.8833333333333,84.30133333333333,150.0,5.0,2406.0
6225,AITraining,RegionC,RegionC,215,215,2.55,217.55,108.0,0.16,275.4,44.064,150.0,5.0,2406.0
6226,BatchInference,RegionB,RegionB,176,176,1.0333333333333334,177.03333333333333,17.0,0.1,17.56666666666667,1.756666666666667,80.0,5.0,2406.0
6227,RealTimeInference,RegionB,RegionB,196,196,1.2833333333333334,197.28333333333333,2.0,0.08,2.566666666666667,0.20533333333333337,20.0,5.0,198.0
6228,BatchInference,RegionD,RegionD,307,307,5.283333333333333,312.28333333333336,8.0,0.1,42.266666666666666,4.226666666666667,80.0,5.0,2406.0
6229,BatchInference,RegionD,RegionD,1348,1348,5.933333333333334,1353.9333333333334,5.0,0.1,29.666666666666668,2.966666666666667,80.0,5.0,2406.0
