Hour,Region,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,GridPurchase_MW,GridSell_MW,Curtailment_MW,SOC_MWh,NetGridImport_MW,Cost_CNY,CarbonEmission_tCO2
1020,RegionD,379.5999996667,485.887999573376,1059.81,439.63,342.91,0.393,485.887999573376,0.0,0.0,0.0,0.0,0.0,180.0,393.922000426624,405.0,-180.0,-61723.8,0.0
1021,RegionD,338.6329996667,433.45023957337605,1012.13,439.81,343.05,0.3923,433.45023957337605,0.0,0.0,0.0,0.0,0.0,180.0,398.67976042662394,405.0,-180.0,-61749.0,0.0
1022,RegionD,309.793,396.53504000000004,950.0,439.99,343.19,0.3938,396.53504000000004,0.0,0.0,0.0,0.0,0.0,180.0,373.46496,405.0,-180.0,-61774.2,0.0
1023,RegionD,270.004,345.60512000000006,877.65,440.16,343.32,0.3976,345.60512000000006,0.0,0.0,0.0,0.0,0.0,180.0,352.0448799999999,405.0,-180.0,-61797.6,0.0
1024,RegionD,247.59,316.9152,800.0,440.33,343.46,0.4033,316.9152,0.0,0.0,0.0,0.0,0.0,180.0,303.0848,405.0,-180.0,-61822.799999999996,0.0
1025,RegionD,219.11999966669998,280.47359957337596,722.35,638.71,498.19,0.4107,280.47359957337596,0.0,0.0,0.0,0.0,0.0,180.0,261.87640042662406,405.0,-180.0,-89674.2,0.0
1026,RegionD,238.6500003333,305.472000426624,650.0,638.93,498.37,0.4192,305.472000426624,0.0,0.0,0.0,0.0,0.0,180.0,164.527999573376,405.0,-180.0,-89706.6,0.0
1027,RegionD,236.7800003333,303.078400426624,587.87,639.15,498.54,0.4282,303.078400426624,0.0,0.0,0.0,0.0,0.0,180.0,104.791599573376,405.0,-180.0,-89737.2,0.0
1028,RegionD,213.34,273.0752,540.19,639.36,498.7,0.4373,273.0752,0.0,0.0,0.0,0.0,0.0,180.0,87.11480000000006,405.0,-180.0,-89766.0,0.0
1029,RegionD,293.6899996667,375.923199573376,510.22,639.56,498.86,0.4457,375.923199573376,0.0,0.0,0.0,0.0,0.0,134.29680042662403,0.0,405.0,-134.29680042662403,-66995.30186082567,0.0
1030,RegionD,256.61,328.4608,500.0,397.09,309.73,0.453,328.4608,0.0,0.0,0.0,0.0,0.0,171.5392,0.0,405.0,-171.5392,-53130.836416,0.0
1031,RegionD,308.1599996667,394.44479957337603,510.22,397.2,309.82,0.4586,394.44479957337603,0.0,0.0,0.0,0.0,0.0,115.775200426624,0.0,405.0,-115.775200426624,-35869.472596176645,0.0
1032,RegionD,350.69,448.8832,540.19,286.94,223.81,0.4623,448.8832,0.0,0.0,0.0,0.0,0.0,91.30680000000007,0.0,405.0,-91.30680000000007,-20435.374908000016,0.0
1033,RegionD,372.6900003333,477.043200426624,587.87,287.02,223.88,0.4637,477.043200426624,0.0,0.0,0.0,0.0,0.0,110.82679957337598,0.0,405.0,-110.82679957337598,-24811.903888487413,0.0
1034,RegionD,430.65,551.232,650.0,287.08,223.92,0.4629,551.232,0.0,0.0,0.0,0.0,0.0,98.76800000000003,0.0,405.0,-98.76800000000003,-22116.130560000005,0.0
1035,RegionD,445.02999966669995,569.638399573376,722.35,287.15,223.98,0.4598,569.638399573376,0.0,0.0,0.0,0.0,0.0,152.71160042662405,0.0,405.0,-152.71160042662405,-34204.34426355525,0.0
1036,RegionD,466.5100003333,597.132800426624,800.0,287.2,224.02,0.4547,597.132800426624,0.0,0.0,0.0,0.0,0.0,180.0,22.867199573375956,405.0,-180.0,-40323.6,0.0
1037,RegionD,464.4799996667,594.534399573376,877.65,287.26,224.06,0.4479,594.534399573376,0.0,0.0,0.0,0.0,0.0,180.0,103.11560042662393,405.0,-180.0,-40330.8,0.0
1038,RegionD,476.01,609.2928,950.0,287.3,224.09,0.44,609.2928,0.0,0.0,0.0,0.0,0.0,180.0,160.70719999999994,405.0,-180.0,-40336.2,0.0
1039,RegionD,482.0000003333,616.960000426624,1012.13,442.07,344.81,0.4315,616.960000426624,0.0,0.0,0.0,0.0,0.0,180.0,215.169999573376,405.0,-180.0,-62065.8,0.0
1040,RegionD,454.5999996667,581.887999573376,1059.81,442.13,344.86,0.423,581.887999573376,0.0,0.0,0.0,0.0,0.0,180.0,297.922000426624,405.0,-180.0,-62074.8,0.0
1041,RegionD,411.5300003333,526.758400426624,1089.78,442.17,344.89,0.4151,526.758400426624,0.0,0.0,0.0,0.0,0.0,180.0,383.02159957337597,405.0,-180.0,-62080.2,0.0
1042,RegionD,421.4799996667,539.494399573376,1100.0,442.21,344.92,0.4083,539.494399573376,0.0,0.0,0.0,0.0,0.0,180.0,380.505600426624,405.0,-180.0,-62085.600000000006,0.0
1043,RegionD,379.31999966669997,485.52959957337595,1089.78,442.24,344.95,0.4031,485.52959957337595,0.0,0.0,0.0,0.0,0.0,180.0,424.2504004266241,405.0,-180.0,-62091.0,0.0
1044,RegionD,374.89,479.8592,1059.81,442.27,344.97,0.3998,479.8592,0.0,0.0,0.0,0.0,0.0,180.0,399.95079999999996,405.0,-180.0,-62094.600000000006,0.0
1045,RegionD,338.1079996667,432.77823957337597,1012.13,442.28,344.98,0.3988,432.77823957337597,0.0,0.0,0.0,0.0,0.0,180.0,399.35176042662397,405.0,-180.0,-62096.4,0.0
1046,RegionD,309.8299996667,396.58239957337605,950.0,442.28,344.98,0.4,396.58239957337605,0.0,0.0,0.0,0.0,0.0,180.0,373.41760042662395,405.0,-180.0,-62096.4,0.0
1047,RegionD,289.7200003333,370.841600426624,877.65,442.28,344.98,0.4034,370.841600426624,0.0,0.0,0.0,0.0,0.0,180.0,326.808399573376,405.0,-180.0,-62096.4,0.0
1048,RegionD,270.50999966669997,346.25279957337597,800.0,442.26,344.96,0.4088,346.25279957337597,0.0,0.0,0.0,0.0,0.0,180.0,273.74720042662403,405.0,-180.0,-62092.799999999996,0.0
1049,RegionD,244.58,313.0624,722.35,641.25,500.18,0.4158,313.0624,0.0,0.0,0.0,0.0,0.0,180.0,229.2876,405.0,-180.0,-90032.4,0.0
1050,RegionD,217.29,278.1312,650.0,641.2,500.14,0.4239,278.1312,0.0,0.0,0.0,0.0,0.0,180.0,191.86880000000002,405.0,-180.0,-90025.2,0.0
1051,RegionD,219.22,280.6016,587.87,641.14,500.09,0.4326,280.6016,0.0,0.0,0.0,0.0,0.0,180.0,127.26839999999999,405.0,-180.0,-90016.2,0.0
1052,RegionD,247.8399996667,317.235199573376,540.19,641.07,500.03,0.4413,317.235199573376,0.0,0.0,0.0,0.0,0.0,180.0,42.95480042662405,405.0,-180.0,-90005.4,0.0
1053,RegionD,280.8499996667,359.487999573376,510.22,640.99,499.97,0.4493,359.487999573376,0.0,0.0,0.0,0.0,0.0,150.73200042662404,0.0,405.0,-150.73200042662404,-75361.47825329922,0.0
1054,RegionD,298.6999996667,382.33599957337606,500.0,397.79,310.28,0.4562,382.33599957337606,0.0,0.0,0.0,0.0,0.0,117.66400042662394,0.0,405.0,-117.66400042662394,-36508.786052372874,0.0
1055,RegionD,321.33,411.3024,510.22,397.72,310.22,0.4615,411.3024,0.0,0.0,0.0,0.0,0.0,98.91760000000005,0.0,405.0,-98.91760000000005,-30686.21787200002,0.0
1056,RegionD,352.62,451.35360000000003,540.19,287.19,224.01,0.4647,451.35360000000003,0.0,0.0,0.0,0.0,0.0,88.83640000000003,0.0,405.0,-88.83640000000003,-19900.241964000004,0.0
1057,RegionD,360.4599996667,461.38879957337605,587.87,287.13,223.96,0.4658,461.38879957337605,0.0,0.0,0.0,0.0,0.0,126.48120042662396,0.0,405.0,-126.48120042662396,-28326.7296475467,0.0
1058,RegionD,401.7600003333,514.252800426624,650.0,287.06,223.91,0.4645,514.252800426624,0.0,0.0,0.0,0.0,0.0,135.74719957337595,0.0,405.0,-135.74719957337595,-30395.155456474607,0.0
1059,RegionD,425.62000033329997,544.7936004266239,722.35,286.99,223.85,0.461,544.7936004266239,0.0,0.0,0.0,0.0,0.0,177.5563995733761,0.0,405.0,-177.5563995733761,-39746.00004450024,0.0
1060,RegionD,490.22,627.4816000000001,800.0,286.91,223.79,0.4555,627.4816000000001,0.0,0.0,0.0,0.0,0.0,172.51839999999993,0.0,405.0,-172.51839999999993,-38607.89273599998,0.0
1061,RegionD,467.4199996667,598.297599573376,877.65,286.82,223.72,0.4483,598.297599573376,0.0,0.0,0.0,0.0,0.0,180.0,99.35240042662394,405.0,-180.0,-40269.6,0.0
1062,RegionD,465.48000033330004,595.814400426624,950.0,286.74,223.66,0.44,595.814400426624,0.0,0.0,0.0,0.0,0.0,180.0,174.18559957337595,405.0,-180.0,-40258.8,0.0
1063,RegionD,473.64,606.2592,1012.13,440.99,343.97,0.4311,606.2592,0.0,0.0,0.0,0.0,0.0,180.0,225.87080000000003,405.0,-180.0,-61914.600000000006,0.0
1064,RegionD,455.97,583.6416,1059.81,440.83,343.85,0.4222,583.6416,0.0,0.0,0.0,0.0,0.0,180.0,296.1683999999999,405.0,-180.0,-61893.00000000001,0.0
1065,RegionD,440.7899996667,564.211199573376,1089.78,440.67,343.72,0.4139,564.211199573376,0.0,0.0,0.0,0.0,0.0,180.0,345.56880042662397,405.0,-180.0,-61869.600000000006,0.0
1066,RegionD,386.03999999999996,494.1312,1100.0,440.5,343.59,0.4067,494.1312,0.0,0.0,0.0,0.0,0.0,180.0,425.86879999999996,405.0,-180.0,-61846.2,0.0
1067,RegionD,376.8800003333,482.40640042662403,1089.78,440.32,343.45,0.401,482.40640042662403,0.0,0.0,0.0,0.0,0.0,180.0,427.37359957337594,405.0,-180.0,-61821.0,0.0
1068,RegionD,338.32000033329996,433.04960042662395,1059.81,440.14,343.31,0.3974,433.04960042662395,0.0,0.0,0.0,0.0,0.0,180.0,446.76039957337593,405.0,-180.0,-61795.8,0.0
1069,RegionD,350.97,449.24160000000006,1012.13,439.95,343.16,0.396,449.24160000000006,0.0,0.0,0.0,0.0,0.0,180.0,382.88839999999993,405.0,-180.0,-61768.8,0.0
1070,RegionD,317.2399996667,406.067199573376,950.0,439.75,343.0,0.3968,406.067199573376,0.0,0.0,0.0,0.0,0.0,180.0,363.932800426624,405.0,-180.0,-61740.0,0.0
1071,RegionD,292.72599966670003,374.68927957337604,877.65,439.55,342.85,0.3998,374.68927957337604,0.0,0.0,0.0,0.0,0.0,180.0,322.96072042662394,405.0,-180.0,-61713.00000000001,0.0
1072,RegionD,262.7500003333,336.32000042662406,800.0,439.34,342.69,0.4048,336.32000042662406,0.0,0.0,0.0,0.0,0.0,180.0,283.67999957337594,405.0,-180.0,-61684.2,0.0
1073,RegionD,231.56,296.3968,722.35,636.72,496.64,0.4114,296.3968,0.0,0.0,0.0,0.0,0.0,180.0,245.95320000000004,405.0,-180.0,-89395.2,0.0
1074,RegionD,231.3399996667,296.115199573376,650.0,636.4,496.39,0.4192,296.115199573376,0.0,0.0,0.0,0.0,0.0,180.0,173.884800426624,405.0,-180.0,-89350.2,0.0
1075,RegionD,208.9500003333,267.45600042662403,587.87,636.07,496.13,0.4275,267.45600042662403,0.0,0.0,0.0,0.0,0.0,180.0,140.41399957337597,405.0,-180.0,-89303.4,0.0
1076,RegionD,236.14000000000001,302.2592,540.19,635.73,495.87,0.4358,302.2592,0.0,0.0,0.0,0.0,0.0,180.0,57.93080000000003,405.0,-180.0,-89256.6,0.0
1077,RegionD,273.69,350.3232,510.22,635.38,495.6,0.4435,350.3232,0.0,0.0,0.0,0.0,0.0,159.89680000000004,0.0,405.0,-159.89680000000004,-79244.85408000002,0.0
1078,RegionD,296.1500003333,379.072000426624,500.0,394.16,307.44,0.4501,379.072000426624,0.0,0.0,0.0,0.0,0.0,120.92799957337598,0.0,405.0,-120.92799957337598,-37178.10418883871,0.0
1079,RegionD,311.1299996667,398.246399573376,510.22,393.93,307.27,0.455,398.246399573376,0.0,0.0,0.0,0.0,0.0,111.97360042662405,0.0,405.0,-111.97360042662405,-34406.12820308877,0.0
1080,RegionD,322.75,413.12,540.19,284.34,221.79,0.4579,413.12,0.0,0.0,0.0,0.0,0.0,127.07000000000005,0.0,405.0,-127.07000000000005,-28182.85530000001,0.0
1081,RegionD,390.4599996667,499.788799573376,587.87,284.18,221.66,0.4586,499.788799573376,0.0,0.0,0.0,0.0,0.0,88.08120042662398,0.0,405.0,-88.08120042662398,-19524.078886565472,0.0
1082,RegionD,414.6699996667,530.777599573376,650.0,284.01,221.53,0.4571,530.777599573376,0.0,0.0,0.0,0.0,0.0,119.22240042662395,0.0,405.0,-119.22240042662395,-26411.338366510005,0.0
1083,RegionD,421.85,539.9680000000001,722.35,283.83,221.39,0.4533,539.9680000000001,0.0,0.0,0.0,0.0,0.0,180.0,2.381999999999948,405.0,-180.0,-39850.2,0.0
1084,RegionD,462.67,592.2176000000001,800.0,283.66,221.25,0.4475,592.2176000000001,0.0,0.0,0.0,0.0,0.0,180.0,27.78239999999994,405.0,-180.0,-39825.0,0.0
1085,RegionD,449.51,575.3728,877.65,283.49,221.12,0.4401,575.3728,0.0,0.0,0.0,0.0,0.0,180.0,122.2772,405.0,-180.0,-39801.6,0.0
1086,RegionD,472.82999966669996,605.2223995733759,950.0,283.31,220.98,0.4315,605.2223995733759,0.0,0.0,0.0,0.0,0.0,180.0,164.77760042662408,405.0,-180.0,-39776.4,0.0
1087,RegionD,439.14,562.0992,1012.13,435.59,339.76,0.4223,562.0992,0.0,0.0,0.0,0.0,0.0,180.0,270.0308,405.0,-180.0,-61156.799999999996,0.0
1088,RegionD,467.88,598.8864,1059.81,435.31,339.54,0.4132,598.8864,0.0,0.0,0.0,0.0,0.0,180.0,280.92359999999996,405.0,-180.0,-61117.200000000004,0.0
1089,RegionD,441.12,564.6336,1089.78,435.03,339.32,0.4046,564.6336,0.0,0.0,0.0,0.0,0.0,180.0,345.14639999999997,405.0,-180.0,-61077.6,0.0
1090,RegionD,419.18999966670003,536.5631995733761,1100.0,434.76,339.11,0.3972,536.5631995733761,0.0,0.0,0.0,0.0,0.0,180.0,383.4368004266239,405.0,-180.0,-61039.8,0.0
1091,RegionD,382.72,489.88160000000005,1089.78,434.48,338.89,0.3914,489.88160000000005,0.0,0.0,0.0,0.0,0.0,180.0,419.8983999999999,405.0,-180.0,-61000.2,0.0
1092,RegionD,354.27000000000004,453.46560000000005,1059.81,434.2,338.68,0.3875,453.46560000000005,0.0,0.0,0.0,0.0,0.0,180.0,426.34439999999995,405.0,-180.0,-60962.4,0.0
1093,RegionD,325.02,416.0256,1012.13,433.92,338.46,0.3859,416.0256,0.0,0.0,0.0,0.0,0.0,180.0,416.10439999999994,405.0,-180.0,-60922.799999999996,0.0
1094,RegionD,312.152,399.55456,950.0,433.64,338.24,0.3866,399.55456,0.0,0.0,0.0,0.0,0.0,180.0,370.44543999999996,405.0,-180.0,-60883.200000000004,0.0
1095,RegionD,292.4070003333,374.280960426624,877.65,433.36,338.02,0.3895,374.280960426624,0.0,0.0,0.0,0.0,0.0,180.0,323.36903957337597,405.0,-180.0,-60843.6,0.0
1096,RegionD,246.603,315.65184,800.0,433.09,337.81,0.3944,315.65184,0.0,0.0,0.0,0.0,0.0,180.0,304.34816,405.0,-180.0,-60805.8,0.0
1097,RegionD,265.0200003333,339.225600426624,722.35,627.57,489.5,0.4009,339.225600426624,0.0,0.0,0.0,0.0,0.0,180.0,203.12439957337602,405.0,-180.0,-88110.0,0.0
1098,RegionD,234.5899996667,300.275199573376,650.0,627.18,489.2,0.4085,300.275199573376,0.0,0.0,0.0,0.0,0.0,180.0,169.72480042662397,405.0,-180.0,-88056.0,0.0
1099,RegionD,252.89999999999998,323.712,587.87,626.78,488.89,0.4167,323.712,0.0,0.0,0.0,0.0,0.0,180.0,84.15800000000002,405.0,-180.0,-88000.2,0.0
1100,RegionD,233.11,298.3808,540.19,626.39,488.58,0.425,298.3808,0.0,0.0,0.0,0.0,0.0,180.0,61.80920000000003,405.0,-180.0,-87944.4,0.0
1101,RegionD,270.65,346.43199999999996,510.22,626.0,488.28,0.4326,346.43199999999996,0.0,0.0,0.0,0.0,0.0,163.78800000000007,0.0,405.0,-163.78800000000007,-79974.40464000002,0.0
1102,RegionD,283.81999966669997,363.289599573376,500.0,388.32,302.89,0.4392,363.289599573376,0.0,0.0,0.0,0.0,0.0,136.710400426624,0.0,405.0,-136.710400426624,-41408.21318522014,0.0
1103,RegionD,322.78,413.1584,510.22,388.08,302.7,0.4441,413.1584,0.0,0.0,0.0,0.0,0.0,97.06160000000006,0.0,405.0,-97.06160000000006,-29380.546320000016,0.0
1104,RegionD,352.3199996667,450.96959957337606,540.19,280.11,218.49,0.447,450.96959957337606,0.0,0.0,0.0,0.0,0.0,89.220400426624,0.0,405.0,-89.220400426624,-19493.76528921308,0.0
1105,RegionD,383.4000003333,490.752000426624,587.87,279.95,218.36,0.4477,490.752000426624,0.0,0.0,0.0,0.0,0.0,97.11799957337598,0.0,405.0,-97.11799957337598,-21206.686386842382,0.0
1106,RegionD,384.59,492.2752,650.0,279.79,218.24,0.4462,492.2752,0.0,0.0,0.0,0.0,0.0,157.72480000000002,0.0,405.0,-157.72480000000002,-34421.860352,0.0
1107,RegionD,441.2099996667,564.748799573376,722.35,279.63,218.11,0.4424,564.748799573376,0.0,0.0,0.0,0.0,0.0,157.60120042662402,0.0,405.0,-157.60120042662402,-34374.39782505097,0.0
1108,RegionD,446.8499996667,571.967999573376,800.0,279.47,217.99,0.4367,571.967999573376,0.0,0.0,0.0,0.0,0.0,180.0,48.032000426623995,405.0,-180.0,-39238.200000000004,0.0
1109,RegionD,463.75,593.6,877.65,279.32,217.87,0.4293,593.6,0.0,0.0,0.0,0.0,0.0,180.0,104.04999999999995,405.0,-180.0,-39216.6,0.0
1110,RegionD,488.8299996667,625.702399573376,950.0,279.17,217.75,0.4208,625.702399573376,0.0,0.0,0.0,0.0,0.0,180.0,144.29760042662394,405.0,-180.0,-39195.0,0.0
1111,RegionD,453.1300003333,580.006400426624,1012.13,429.27,334.83,0.4118,580.006400426624,0.0,0.0,0.0,0.0,0.0,180.0,252.12359957337594,405.0,-180.0,-60269.399999999994,0.0
1112,RegionD,451.8900003333,578.419200426624,1059.81,429.05,334.66,0.4027,578.419200426624,0.0,0.0,0.0,0.0,0.0,180.0,301.39079957337594,405.0,-180.0,-60238.8,0.0
1113,RegionD,453.09,579.9552,1089.78,428.84,334.5,0.3943,579.9552,0.0,0.0,0.0,0.0,0.0,180.0,329.8248,405.0,-180.0,-60210.0,0.0
1114,RegionD,385.77000000000004,493.78560000000004,1100.0,428.63,334.33,0.387,493.78560000000004,0.0,0.0,0.0,0.0,0.0,180.0,426.21439999999996,405.0,-180.0,-60179.399999999994,0.0
1115,RegionD,385.3900003333,493.299200426624,1089.78,428.43,334.18,0.3814,493.299200426624,0.0,0.0,0.0,0.0,0.0,180.0,416.480799573376,405.0,-180.0,-60152.4,0.0
1116,RegionD,364.3399996667,466.355199573376,1059.81,428.24,334.03,0.3777,466.355199573376,0.0,0.0,0.0,0.0,0.0,180.0,413.45480042662393,405.0,-180.0,-60125.399999999994,0.0
1117,RegionD,343.4699996667,439.641599573376,1012.13,428.05,333.88,0.3763,439.641599573376,0.0,0.0,0.0,0.0,0.0,180.0,392.4884004266239,405.0,-180.0,-60098.4,0.0
1118,RegionD,322.967,413.39776,950.0,427.88,333.75,0.3771,413.39776,0.0,0.0,0.0,0.0,0.0,180.0,356.60223999999994,405.0,-180.0,-60075.0,0.0
1119,RegionD,272.837,349.23136,877.65,427.71,333.61,0.3802,349.23136,0.0,0.0,0.0,0.0,0.0,180.0,348.41864,405.0,-180.0,-60049.8,0.0
1120,RegionD,275.8300003333,353.06240042662404,800.0,427.54,333.48,0.3853,353.06240042662404,0.0,0.0,0.0,0.0,0.0,180.0,266.93759957337596,405.0,-180.0,-60026.4,0.0
1121,RegionD,218.2599996667,279.372799573376,722.35,619.71,483.37,0.3921,279.372799573376,0.0,0.0,0.0,0.0,0.0,180.0,262.977200426624,405.0,-180.0,-87006.6,0.0
1122,RegionD,229.3300003333,293.542400426624,650.0,619.5,483.21,0.4,293.542400426624,0.0,0.0,0.0,0.0,0.0,180.0,176.457599573376,405.0,-180.0,-86977.8,0.0
1123,RegionD,265.1399996667,339.379199573376,587.87,619.3,483.05,0.4085,339.379199573376,0.0,0.0,0.0,0.0,0.0,180.0,68.49080042662399,405.0,-180.0,-86949.0,0.0
1124,RegionD,244.3199996667,312.729599573376,540.19,619.11,482.91,0.417,312.729599573376,0.0,0.0,0.0,0.0,0.0,180.0,47.46040042662406,405.0,-180.0,-86923.8,0.0
1125,RegionD,251.26999999999998,321.62559999999996,510.22,618.93,482.77,0.4249,321.62559999999996,0.0,0.0,0.0,0.0,0.0,180.0,8.594400000000064,405.0,-180.0,-86898.59999999999,0.0
1126,RegionD,289.7700003333,370.905600426624,500.0,384.06,299.57,0.4317,370.905600426624,0.0,0.0,0.0,0.0,0.0,129.094399573376,0.0,405.0,-129.094399573376,-38672.80928019625,0.0
1127,RegionD,331.94,424.8832,510.22,383.97,299.5,0.4369,424.8832,0.0,0.0,0.0,0.0,0.0,85.33680000000004,0.0,405.0,-85.33680000000004,-25558.371600000013,0.0
1128,RegionD,330.7400003333,423.347200426624,540.19,277.25,216.25,0.4402,423.347200426624,0.0,0.0,0.0,0.0,0.0,116.84279957337606,0.0,405.0,-116.84279957337606,-25267.25540774257,0.0
1129,RegionD,373.4200003333,477.977600426624,587.87,277.19,216.21,0.4412,477.977600426624,0.0,0.0,0.0,0.0,0.0,109.892399573376,0.0,405.0,-109.892399573376,-23759.835711759624,0.0
1130,RegionD,428.5,548.48,650.0,277.14,216.17,0.44,548.48,0.0,0.0,0.0,0.0,0.0,101.51999999999998,0.0,405.0,-101.51999999999998,-21945.578399999995,0.0
1131,RegionD,454.33,581.5424,722.35,277.09,216.13,0.4366,581.5424,0.0,0.0,0.0,0.0,0.0,140.80759999999998,0.0,405.0,-140.80759999999998,-30432.746587999995,0.0
1132,RegionD,470.26,601.9328,800.0,277.05,216.1,0.4312,601.9328,0.0,0.0,0.0,0.0,0.0,180.0,18.067199999999957,405.0,-180.0,-38898.0,0.0
1133,RegionD,430.83,551.4624,877.65,277.02,216.08,0.4242,551.4624,0.0,0.0,0.0,0.0,0.0,180.0,146.18759999999997,405.0,-180.0,-38894.4,0.0
1134,RegionD,445.56999966669997,570.329599573376,950.0,276.99,216.05,0.4161,570.329599573376,0.0,0.0,0.0,0.0,0.0,180.0,199.67040042662404,405.0,-180.0,-38889.0,0.0
1135,RegionD,467.95,598.976,1012.13,426.1,332.36,0.4074,598.976,0.0,0.0,0.0,0.0,0.0,180.0,233.154,405.0,-180.0,-59824.8,0.0
1136,RegionD,477.80999966670004,611.5967995733761,1059.81,426.08,332.34,0.3987,611.5967995733761,0.0,0.0,0.0,0.0,0.0,180.0,268.21320042662387,405.0,-180.0,-59821.2,0.0
1137,RegionD,462.1099996667,591.500799573376,1089.78,426.06,332.33,0.3907,591.500799573376,0.0,0.0,0.0,0.0,0.0,180.0,318.279200426624,405.0,-180.0,-59819.399999999994,0.0
1138,RegionD,401.81,514.3168000000001,1100.0,426.05,332.32,0.3838,514.3168000000001,0.0,0.0,0.0,0.0,0.0,180.0,405.68319999999994,405.0,-180.0,-59817.6,0.0
1139,RegionD,349.8399996667,447.795199573376,1089.78,426.06,332.33,0.3785,447.795199573376,0.0,0.0,0.0,0.0,0.0,180.0,461.9848004266239,405.0,-180.0,-59819.399999999994,0.0
1140,RegionD,353.1200003333,451.993600426624,1059.81,426.07,332.33,0.3753,451.993600426624,0.0,0.0,0.0,0.0,0.0,180.0,427.816399573376,405.0,-180.0,-59819.399999999994,0.0
1141,RegionD,348.7890003333,446.44992042662403,1012.13,426.09,332.35,0.3742,446.44992042662403,0.0,0.0,0.0,0.0,0.0,180.0,385.6800795733759,405.0,-180.0,-59823.00000000001,0.0
1142,RegionD,314.01599999999996,401.94048,950.0,426.11,332.37,0.3755,401.94048,0.0,0.0,0.0,0.0,0.0,180.0,368.05952,405.0,-180.0,-59826.6,0.0
1143,RegionD,283.1779996667,362.46783957337595,877.65,426.15,332.4,0.379,362.46783957337595,0.0,0.0,0.0,0.0,0.0,180.0,335.182160426624,405.0,-180.0,-59831.99999999999,0.0
1144,RegionD,262.0000003333,335.360000426624,800.0,426.19,332.43,0.3845,335.360000426624,0.0,0.0,0.0,0.0,0.0,180.0,284.639999573376,405.0,-180.0,-59837.4,0.0
1145,RegionD,254.21999999999997,325.4016,722.35,618.06,482.09,0.3917,325.4016,0.0,0.0,0.0,0.0,0.0,180.0,216.94840000000005,405.0,-180.0,-86776.2,0.0
1146,RegionD,231.3100003333,296.076800426624,650.0,618.15,482.16,0.4,296.076800426624,0.0,0.0,0.0,0.0,0.0,180.0,173.923199573376,405.0,-180.0,-86788.8,0.0
1147,RegionD,250.07,320.0896,587.87,618.25,482.24,0.4089,320.0896,0.0,0.0,0.0,0.0,0.0,180.0,87.78039999999999,405.0,-180.0,-86803.2,0.0
1148,RegionD,249.6500003333,319.55200042662403,540.19,618.36,482.32,0.4178,319.55200042662403,0.0,0.0,0.0,0.0,0.0,180.0,40.63799957337602,405.0,-180.0,-86817.6,0.0
1149,RegionD,227.81,291.59680000000003,510.22,618.49,482.42,0.4261,291.59680000000003,0.0,0.0,0.0,0.0,0.0,180.0,38.6232,405.0,-180.0,-86835.6,0.0
1150,RegionD,273.9700003333,350.681600426624,500.0,383.97,299.5,0.4333,350.681600426624,0.0,0.0,0.0,0.0,0.0,149.31839957337598,0.0,405.0,-149.31839957337598,-44720.86067222611,0.0
1151,RegionD,307.4200003333,393.497600426624,510.22,384.06,299.57,0.439,393.497600426624,0.0,0.0,0.0,0.0,0.0,116.72239957337604,0.0,405.0,-116.72239957337604,-34966.52924019626,0.0
1152,RegionD,344.58,441.06239999999997,540.19,277.45,216.41,0.4426,441.06239999999997,0.0,0.0,0.0,0.0,0.0,99.12760000000009,0.0,405.0,-99.12760000000009,-21452.203916000017,0.0
1153,RegionD,382.9599996667,490.188799573376,587.87,277.52,216.47,0.444,490.188799573376,0.0,0.0,0.0,0.0,0.0,97.681200426624,0.0,405.0,-97.681200426624,-21145.0494563513,0.0
1154,RegionD,417.02999966669995,533.798399573376,650.0,277.6,216.53,0.4432,533.798399573376,0.0,0.0,0.0,0.0,0.0,116.20160042662405,0.0,405.0,-116.20160042662405,-25161.132540376908,0.0
1155,RegionD,421.05,538.9440000000001,722.35,277.69,216.6,0.4402,538.9440000000001,0.0,0.0,0.0,0.0,0.0,180.0,3.405999999999949,405.0,-180.0,-38988.0,0.0
1156,RegionD,449.50999966669997,575.372799573376,800.0,277.77,216.66,0.4352,575.372799573376,0.0,0.0,0.0,0.0,0.0,180.0,44.62720042662397,405.0,-180.0,-38998.8,0.0
1157,RegionD,467.9000003333,598.912000426624,877.65,277.86,216.73,0.4286,598.912000426624,0.0,0.0,0.0,0.0,0.0,180.0,98.73799957337599,405.0,-180.0,-39011.4,0.0
1158,RegionD,463.3899996667,593.139199573376,950.0,277.96,216.81,0.4208,593.139199573376,0.0,0.0,0.0,0.0,0.0,180.0,176.860800426624,405.0,-180.0,-39025.8,0.0
1159,RegionD,457.37,585.4336000000001,1012.13,427.78,333.67,0.4125,585.4336000000001,0.0,0.0,0.0,0.0,0.0,180.0,246.69639999999993,405.0,-180.0,-60060.600000000006,0.0
1160,RegionD,468.39000000000004,599.5392,1059.81,427.94,333.79,0.4042,599.5392,0.0,0.0,0.0,0.0,0.0,180.0,280.2707999999999,405.0,-180.0,-60082.200000000004,0.0
