Hour,Region,Baseline_AI_IT_Load_MW,NonAI_IT_Load_MW,AvailableRenewable_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,GridPurchase_MW,GridSell_MW,Curtailment_MW,RenewableCharge_MW,GridCharge_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,NetGridImport_MW,CarbonEmission_tCO2,IT_Load_MW,DirectRenewable_MW,Cost_CNY
1060,RegionB,14.2773333333,379.322667,800.0,460.39,0.0,0.629,451.656,0.0,720.296,0.0,0.0,0.0,0.0,320.0,451.656,284.0916,393.60000033330004,79.70399999999995,207937.90584
1060,RegionC,33.0033333333,355.796667,800.0,447.04,0.0,0.5965,439.9661,0.0,703.4221,0.0,0.0,0.0,0.0,300.0,439.9661,262.4398,388.80000033330003,96.5779,196682.445344
1060,RegionD,53.646,436.574,800.0,286.91,223.79,0.4555,461.4662,180.0,342.4594,49.1252,62.4,111.5252,0.0,900.0,281.4662,210.1979,490.22,228.41540000000003,92117.06744200001
1060,RegionE,77.088,383.602,800.0,253.55,197.77,0.2386,316.7381,220.0,208.5448,54.7308,57.6,112.3308,0.0,820.0,96.7381,75.5737,460.68999999999994,316.72439999999995,36799.545255
1060,RegionF,53.1726666667,388.047333,800.0,266.89,208.17,0.282,277.4371,201.1186,164.5516,91.4175,60.0,151.4175,0.0,790.2736,76.3185,78.2373,441.2199996667,342.91229999999996,32178.328657
1061,RegionA,9.9813333333,393.218667,877.65,480.26,0.0,0.6618,479.0016,0.0,812.3316,0.0,0.0,0.0,0.0,350.0,479.0016,317.0033,403.20000033329995,65.3184,230045.30841599999
1061,RegionB,13.3493333333,380.250667,877.65,460.25,0.0,0.6191,451.656,0.0,797.946,0.0,0.0,0.0,0.0,320.0,451.656,279.6202,393.60000033330004,79.70399999999995,207874.674
1061,RegionC,22.9706666667,365.829333,877.65,446.91,0.0,0.5871,439.9661,0.0,781.0721,0.0,0.0,0.0,0.0,300.0,439.9661,258.3041,388.79999966670005,96.5779,196625.249751
1061,RegionD,51.0986666667,416.321333,877.65,286.82,223.72,0.4483,377.6533,180.0,477.0057,0.0,0.0,0.0,0.0,900.0,197.6533,169.302,467.4199996667,220.6443,68048.919506
1061,RegionE,77.737,417.843,877.65,253.47,197.71,0.2348,278.7637,220.0,316.9387,0.0,0.0,0.0,0.0,820.0,58.7637,65.4537,495.58000000000004,340.7113,27162.035038999988
1061,RegionF,46.256,416.424,877.65,266.81,208.11,0.2775,293.6157,220.0,300.1233,3.5387,60.0,63.5387,0.0,850.0,73.6157,81.4783,462.67999999999995,353.98800000000006,32555.404917
1062,RegionA,9.099,394.101,950.0,480.11,0.0,0.6496,479.0016,0.0,884.6816,0.0,0.0,0.0,0.0,350.0,479.0016,311.1594,403.2,65.3184,229973.45817600001
1062,RegionB,17.0866666667,376.513333,950.0,460.11,0.0,0.6077,451.656,0.0,870.296,0.0,0.0,0.0,0.0,320.0,451.656,274.4714,393.5999996667,79.70399999999995,207811.44216
1062,RegionC,18.132,370.668,950.0,446.77,0.0,0.5763,439.9661,0.0,853.4221,0.0,0.0,0.0,0.0,300.0,439.9661,253.5525,388.8,96.5779,196563.65449699998
1062,RegionD,41.0613333333,424.418667,950.0,286.74,223.66,0.44,372.384,180.0,546.5696,0.0,0.0,0.0,0.0,900.0,192.384,163.849,465.48000033330004,223.43039999999996,66518.58816
1062,RegionE,39.1266666667,415.033333,950.0,253.39,197.64,0.2305,255.465,220.0,417.765,0.0,0.0,0.0,0.0,820.0,35.465,58.8847,454.1599996667,312.235,21251.476350000004
1062,RegionF,39.6033333333,473.416667,950.0,266.73,208.05,0.2724,267.1295,220.0,345.5941,0.0,0.0,0.0,0.0,850.0,47.1295,72.7661,513.0200003333,384.4059,25480.451535
1063,RegionA,9.4973333333,393.702667,1012.13,738.39,0.0,0.6364,479.0016,0.0,946.8116,0.0,0.0,0.0,0.0,350.0,479.0016,304.8366,403.2000003333,65.3184,353689.991424
1063,RegionB,16.879,376.721,1012.13,707.63,0.0,0.5954,451.656,0.0,932.426,0.0,0.0,0.0,0.0,320.0,451.656,268.916,393.6,79.70399999999995,319605.33528
1063,RegionC,37.824,350.976,1012.13,687.12,0.0,0.5646,439.9661,0.0,915.5521,0.0,0.0,0.0,0.0,300.0,439.9661,248.4048,388.8,96.5779,302309.506632
1063,RegionD,63.962,409.678,1012.13,440.99,343.97,0.4311,374.5255,180.0,600.3963,0.0,0.0,0.0,0.0,900.0,194.5255,161.4579,473.64,231.7337,103247.400245
1063,RegionE,76.438,395.962,1012.13,389.71,303.97,0.2258,238.2151,220.0,439.8451,0.0,0.0,0.0,0.0,820.0,18.2151,53.789,472.4,352.2849,25961.406620999987
1063,RegionF,29.24,447.36,1012.13,410.22,319.97,0.2669,256.9246,220.0,443.7726,0.0,0.0,0.0,0.0,850.0,36.9246,68.5732,476.6,348.3574,35002.209412
1064,RegionA,8.3633333333,394.836667,1059.81,738.14,0.0,0.6233,479.0016,0.0,994.4916,0.0,0.0,0.0,0.0,350.0,479.0016,298.5617,403.20000033329995,65.3184,353570.241024
1064,RegionB,15.7126666667,377.887333,1059.81,707.38,0.0,0.5831,451.656,0.0,980.106,0.0,0.0,0.0,0.0,320.0,451.656,263.3606,393.5999996667,79.70399999999995,319492.42128
1064,RegionC,24.5293333333,364.270667,1059.81,686.88,0.0,0.5529,439.9661,0.0,963.2321,0.0,0.0,0.0,0.0,300.0,439.9661,243.2572,388.8000003333,96.5779,302203.91476799996
1064,RegionD,64.74,391.23,1059.81,440.83,343.85,0.4222,356.0214,180.0,652.1898,0.0,0.0,0.0,0.0,900.0,176.0214,150.3122,455.97,227.62019999999995,95051.91376200001
1064,RegionE,87.6093333333,355.350667,1059.81,389.57,303.86,0.2212,199.332,220.0,485.442,0.0,0.0,0.0,0.0,820.0,-20.668,44.0922,442.9600003333,354.36799999999994,10804.567240000004
1064,RegionF,47.16,375.71,1059.81,410.08,319.86,0.2614,236.2998,220.0,539.0649,0.0,0.0,0.0,0.0,850.0,16.2998,61.7688,422.87,300.7451,26532.621983999998
1065,RegionA,11.651,391.549,1089.78,737.87,0.0,0.6109,474.7752,0.0,1020.2352,0.0,0.0,0.0,0.0,350.0,474.7752,290.0402,403.2,69.54480000000001,350322.376824
1065,RegionB,15.5913333333,378.008667,1089.78,707.12,0.0,0.5715,447.5302,0.0,1005.9502,0.0,0.0,0.0,0.0,320.0,447.5302,255.7635,393.6000003333,83.82979999999998,316457.555024
1065,RegionC,42.292,346.508,1089.78,686.63,0.0,0.542,435.8,0.0,989.036,0.0,0.0,0.0,0.0,300.0,435.8,236.2036,388.79999999999995,100.74400000000003,299233.354
1065,RegionD,63.6506666667,377.139333,1089.78,440.67,343.72,0.4139,339.788,180.0,685.3568,0.0,0.0,0.0,0.0,900.0,159.788,140.6382,440.7899996667,224.42319999999995,87864.77796
1065,RegionE,70.4346666667,353.015333,1089.78,389.43,303.76,0.2168,170.8201,220.0,511.2876,0.0,0.0,0.0,0.0,820.0,-49.1799,37.0338,423.4499996667,358.4924,-304.72845699999016
1065,RegionF,63.6756666667,342.174333,1089.78,409.93,319.75,0.2562,234.7932,220.0,589.1437,0.0,0.0,0.0,0.0,850.0,14.7932,60.154,405.8499996667,280.6363,25903.776476000014
1066,RegionA,10.3386666667,392.861333,1100.0,737.58,0.0,0.6003,470.8368,0.0,1026.5168,0.0,0.0,0.0,0.0,350.0,470.8368,282.6433,403.1999996667,73.4831999999999,347279.806944
1066,RegionB,17.1783333333,376.421667,1100.0,706.85,0.0,0.5616,443.6856,0.0,1012.3256,0.0,0.0,0.0,0.0,320.0,443.6856,249.1738,393.6000003333,87.67439999999999,313619.16636000003
1066,RegionC,47.2946666667,341.505333,1100.0,686.36,0.0,0.5325,431.9179,0.0,995.3739,0.0,0.0,0.0,0.0,300.0,431.9179,229.9963,388.7999996667,104.62609999999995,296451.16984399996
1066,RegionD,61.857,324.183,1100.0,440.5,343.59,0.4067,294.0081,180.0,719.8769,0.0,0.0,0.0,0.0,900.0,114.0081,119.5731,386.03999999999996,200.12310000000002,67664.36805
1066,RegionE,66.7543333333,359.965667,1100.0,389.28,303.64,0.213,156.8812,220.0,503.4812,0.0,0.0,0.0,0.0,820.0,-63.1188,33.4157,426.7200003333,376.5188,-5730.086464000007
1066,RegionF,61.272,322.848,1100.0,409.77,319.62,0.2517,229.2812,220.0,621.4488,0.0,0.0,0.0,0.0,850.0,9.2812,57.7101,384.12,258.5512,23636.157324
1067,RegionA,10.661,366.219,1089.78,737.29,0.0,0.592,436.9404,0.0,1017.9324,0.0,0.0,0.0,0.0,350.0,436.9404,258.6687,376.88,71.84759999999994,322151.787516
1067,RegionB,16.9323333333,356.957667,1089.78,706.57,0.0,0.5538,418.3314,0.0,1003.3599,0.0,0.0,0.0,0.0,320.0,418.3314,231.6719,373.8900003333,86.42009999999993,295580.417298
1067,RegionC,32.2386666667,349.641333,1089.78,686.09,0.0,0.5252,420.9562,0.0,983.7418,0.0,0.0,0.0,0.0,300.0,420.9562,221.0862,381.8799996667,106.03819999999996,288813.839258
1067,RegionD,66.7383333333,310.141667,1089.78,440.32,343.45,0.401,284.0345,180.0,711.4081,0.0,0.0,0.0,0.0,900.0,104.0345,113.8978,376.8800003333,198.37189999999998,63245.071039999995
1067,RegionE,80.8466666667,311.433333,1089.78,389.12,303.51,0.2101,135.402,220.0,514.832,0.0,0.0,0.0,0.0,820.0,-84.598,28.448,392.2799996667,354.948,-14084.57376
1067,RegionF,57.586,336.784,1089.78,409.6,319.49,0.2483,241.6232,220.0,610.5533,0.0,0.0,0.0,0.0,850.0,21.6232,59.995,394.37,259.22669999999994,28681.06272
1068,RegionA,14.263,351.497,1059.81,736.98,0.0,0.5866,421.6942,0.0,987.7282,0.0,0.0,0.0,0.0,350.0,421.6942,247.3658,365.76,72.08179999999993,310780.191516
1068,RegionB,15.1133333333,325.696667,1059.81,706.27,0.0,0.5488,379.1259,0.0,978.8424,0.0,0.0,0.0,0.0,320.0,379.1259,208.0643,340.81000033329997,80.96759999999995,267765.249393
1068,RegionC,24.2266666667,330.484333,1059.81,685.8,0.0,0.5204,388.6734,0.0,958.9822,0.0,0.0,0.0,0.0,300.0,388.6734,202.2656,354.7109996667,100.82779999999991,266552.21772
1068,RegionD,83.2183333333,255.101667,1059.81,440.14,343.31,0.3974,252.9093,180.0,699.6697,0.0,0.0,0.0,0.0,900.0,72.9093,100.5062,338.32000033329996,180.1402999999999,49519.69930199999
1068,RegionE,74.6066666667,289.373333,1059.81,388.96,303.39,0.2082,122.8433,220.0,507.6782,0.0,0.0,0.0,0.0,820.0,-97.1567,25.576,363.9799996667,332.13179999999994,-18964.67003200001
1068,RegionF,53.6783333333,305.361667,1059.81,409.43,319.36,0.246,224.325,220.0,608.1542,0.0,0.0,0.0,0.0,850.0,4.325,55.184,359.0400003333,231.6558,21586.18475
1069,RegionA,26.1893333333,315.580667,1012.13,736.66,0.0,0.5845,392.6527,0.0,943.3932,0.0,0.0,0.0,0.0,350.0,392.6527,229.5055,341.7700003333,68.73680000000002,289251.537982
1069,RegionB,36.4106666667,307.444333,1012.13,705.97,0.0,0.5468,381.122,0.0,929.0477,0.0,0.0,0.0,0.0,320.0,381.122,208.3975,343.8549996667,83.08230000000003,269060.69834
1069,RegionC,14.11,335.52,1012.13,685.5,0.0,0.5185,381.6598,0.0,911.3004,0.0,0.0,0.0,0.0,300.0,381.6598,197.8906,349.63,100.82960000000003,261627.7929
1069,RegionD,81.18,269.79,1012.13,439.95,343.16,0.396,261.0194,180.0,643.9078,0.0,0.0,0.0,0.0,900.0,81.0194,103.3637,350.97,188.22220000000004,53066.68503000001
1069,RegionE,56.476,276.647,1012.13,388.79,303.26,0.2074,114.983,220.0,490.7092,0.0,0.0,0.0,0.0,820.0,-105.017,23.8475,333.123,301.4208,-22012.959429999995
1069,RegionF,65.3853333333,266.364667,1012.13,409.26,319.22,0.2451,209.7999,220.0,580.6074,0.0,0.0,0.0,0.0,850.0,-10.2001,51.4219,331.7500003333,211.5226,15634.307073999997
1070,RegionA,19.0806666667,305.534333,950.0,736.33,0.0,0.5857,372.4958,0.0,884.2655,0.0,0.0,0.0,0.0,350.0,372.4958,218.1708,324.6149996667,65.73450000000003,274279.832414
1070,RegionB,33.2576666667,277.884333,950.0,705.65,0.0,0.5479,344.4342,0.0,874.3925,0.0,0.0,0.0,0.0,320.0,344.4342,188.7155,311.14199966670003,75.60749999999996,243049.99322999996
1070,RegionC,7.18,295.496,950.0,685.19,0.0,0.5196,329.9774,0.0,862.2845,0.0,0.0,0.0,0.0,300.0,329.9774,171.4563,302.676,87.71550000000002,226097.214706
1070,RegionD,59.3996666667,257.840333,950.0,439.75,343.0,0.3968,235.519,180.0,599.4518,0.0,0.0,0.0,0.0,900.0,55.519,93.4539,317.2399996667,170.54819999999995,41829.48025000001
1070,RegionE,69.1693333333,253.282667,950.0,388.62,303.12,0.2078,118.5476,220.0,445.4826,0.0,0.0,0.0,0.0,820.0,-101.4524,24.6342,322.4520003333,284.5174,-20616.43168799999
1070,RegionF,52.9706666667,257.179333,950.0,409.07,319.07,0.2456,196.9452,220.0,533.0548,0.0,0.0,0.0,0.0,850.0,-23.0548,48.3698,310.14999966669996,196.9452,10368.972964
1071,RegionA,7.1143333333,268.755667,877.65,735.99,0.0,0.5902,316.9415,0.0,822.167,0.0,0.0,0.0,0.0,350.0,316.9415,187.0589,275.8700003333,55.48299999999995,233265.774585
1071,RegionB,30.3846666667,254.853333,877.65,705.32,0.0,0.5521,316.1521,0.0,808.7308,0.0,0.0,0.0,0.0,320.0,316.1521,174.5476,285.2379996667,68.91919999999993,222988.39917200003
1071,RegionC,26.0266666667,265.679333,877.65,684.88,0.0,0.5236,318.4294,0.0,793.5251,0.0,0.0,0.0,0.0,300.0,318.4294,166.7296,291.7059996667,84.12490000000003,218085.92747199998
1071,RegionD,55.5946666667,237.131333,877.65,439.55,342.85,0.3998,217.7028,180.0,540.6635,0.0,0.0,0.0,0.0,900.0,37.7028,87.0376,292.72599966670003,156.98649999999998,33978.265739999995
1071,RegionE,70.215,224.818,877.65,388.44,302.98,0.2094,119.0166,220.0,407.8754,0.0,0.0,0.0,0.0,820.0,-100.9834,24.9221,295.033,249.77459999999996,-20424.79189600001
1071,RegionF,74.232,220.088,877.65,408.88,318.93,0.2475,186.129,220.0,469.9926,0.0,0.0,0.0,0.0,850.0,-33.871,46.0669,294.32,187.6574,5939.825519999984
1072,RegionA,10.0453333333,244.817667,800.0,735.63,0.0,0.5976,293.8382,0.0,749.7731,0.0,0.0,0.0,0.0,350.0,293.8382,175.5977,254.8630003333,50.2269,216156.195066
1072,RegionB,28.0373333333,220.752667,800.0,704.98,0.0,0.559,276.7605,0.0,740.894,0.0,0.0,0.0,0.0,320.0,276.7605,154.7091,248.79000033330001,59.105999999999995,195110.61729
1072,RegionC,24.9226666667,218.827333,800.0,684.55,0.0,0.5301,267.0882,0.0,730.7132,0.0,0.0,0.0,0.0,300.0,267.0882,141.5835,243.7499996667,69.28679999999997,182835.22730999996
1072,RegionD,106.0793333333,156.670667,800.0,439.34,342.69,0.4048,196.4174,180.0,480.0974,0.0,0.0,0.0,0.0,900.0,16.4174,79.5097,262.7500003333,139.9026,24609.820515999992
1072,RegionE,114.0583333333,144.347667,800.0,388.25,302.84,0.212,116.2827,220.0,373.2752,0.0,0.0,0.0,0.0,820.0,-103.7173,24.6519,258.40600033329997,206.72480000000002,-21478.04172499999
1072,RegionF,77.4333333333,171.754667,800.0,408.69,318.78,0.2506,155.6905,220.0,419.2217,0.0,0.0,0.0,0.0,850.0,-64.3095,39.016,249.1880003333,160.7783,-6502.449554999999
1073,RegionA,8.3556666667,218.134333,722.35,1066.14,0.0,0.6073,217.5839,0.0,679.1724,0.0,0.0,0.0,45.0,301.087,217.5839,132.1387,226.4899996667,43.177599999999984,231974.899146
1073,RegionB,29.8323333333,207.627667,722.35,1021.72,0.0,0.5681,225.185,0.0,667.464,0.0,0.0,0.0,40.5,275.9783,225.185,127.9276,237.4600003333,54.88599999999997,230076.01820000002
1073,RegionC,23.5086666667,227.671333,722.35,992.1,0.0,0.5388,238.6322,0.0,652.6038,0.0,0.0,0.0,38.25,258.4239,238.6322,128.575,251.1799996667,69.74620000000004,236747.00562
1073,RegionD,91.089,140.471,722.35,636.72,496.64,0.4114,0.0,180.0,420.4677,0.0,0.0,0.0,174.5145,712.35,-180.0,0.0,231.56,121.88230000000004,-89395.2
1073,RegionE,107.0,117.46,722.35,562.69,438.9,0.2155,0.0,220.0,334.9625,0.0,0.0,0.0,113.1875,698.293,-220.0,0.0,224.45999999999998,167.38750000000005,-96558.0
1073,RegionF,81.22,161.03,722.35,592.3,461.99,0.2547,0.0,220.0,343.1146,0.0,0.0,0.0,148.4221,690.4063,-220.0,0.0,242.25,159.23540000000003,-101637.8
1074,RegionA,8.436,236.984,650.0,1065.6,0.0,0.6188,241.5892,0.0,605.2722,0.0,0.0,0.0,45.0,252.1739,241.5892,149.4954,245.42000000000002,44.7278,257437.45151999997
1074,RegionB,40.2753333333,165.734667,650.0,1021.2,0.0,0.5788,191.7248,0.0,604.1113,0.0,0.0,0.0,40.5,231.9565,191.7248,110.9703,206.0100003333,45.88869999999997,195789.36576
1074,RegionC,20.8253333333,202.324667,650.0,991.6,0.0,0.5489,209.6473,0.0,589.9503,0.0,0.0,0.0,38.25,216.8478,209.6473,115.0754,223.1500003333,60.04970000000003,207886.26268
1074,RegionD,74.7076666667,156.632333,650.0,636.4,496.39,0.4192,0.0,180.0,350.0733,0.0,0.0,0.0,176.1885,522.8999,-180.0,0.0,231.3399996667,119.92669999999998,-89350.2
1074,RegionE,95.4713333333,131.428667,650.0,562.4,438.67,0.2196,0.0,220.0,274.0062,0.0,0.0,0.0,127.6312,561.0551,-220.0,0.0,226.9000003333,155.99380000000002,-96507.40000000001
1074,RegionF,69.5253333333,167.494667,650.0,592.0,461.76,0.2595,0.0,220.0,270.4618,0.0,0.0,0.0,141.4772,538.2803,-220.0,0.0,237.0200003333,159.53820000000002,-101587.2
1075,RegionA,17.9036666667,224.736333,587.87,1065.04,0.0,0.631,240.7129,0.0,546.0189,0.0,0.0,0.0,45.0,203.2609,240.7129,151.8899,242.6399996667,41.851099999999974,256368.86701599997
1075,RegionB,28.154,198.826,587.87,1020.67,0.0,0.5903,217.5803,0.0,539.5273,0.0,0.0,0.0,40.5,187.9348,217.5803,128.4377,226.98,48.342700000000036,222077.684801
1075,RegionC,33.1926666667,210.677333,587.87,991.08,0.0,0.5598,235.1002,0.0,524.6796,0.0,0.0,0.0,38.25,175.2717,235.1002,131.6091,243.8699996667,63.190399999999954,233003.10621600001
1075,RegionD,80.0583333333,128.891667,587.87,636.07,496.13,0.4275,0.0,180.0,301.4855,0.0,0.0,0.0,161.0715,349.7048,-180.0,0.0,208.9500003333,106.3845,-89303.4
1075,RegionE,71.6476666667,155.212333,587.87,562.11,438.45,0.2239,0.0,220.0,211.9038,0.0,0.0,0.0,127.6087,423.8414,-220.0,0.0,226.8599996667,155.96620000000001,-96459.0
1075,RegionF,52.076,186.644,587.87,591.69,461.52,0.2646,0.0,220.0,202.8004,0.0,0.0,0.0,138.1048,389.7805,-220.0,0.0,238.72,165.0696,-101534.4
1076,RegionA,13.7146666667,231.065333,540.19,1064.48,0.0,0.6433,245.7986,0.0,500.5356,0.0,0.0,0.0,45.0,154.3478,245.7986,158.1223,244.7799996667,39.65440000000007,261647.69372799998
1076,RegionB,32.9826666667,218.207333,540.19,1020.12,0.0,0.6018,247.7405,0.0,489.324,0.0,0.0,0.0,40.5,143.913,247.7405,149.0902,251.1899996667,50.86600000000004,252725.03886
1076,RegionC,32.592,201.188,540.19,990.55,0.0,0.5707,226.2954,0.0,482.119,0.0,0.0,0.0,38.25,133.6957,226.2954,129.1468,233.77999999999997,58.071000000000026,224156.90847
1076,RegionD,105.989,130.151,540.19,635.73,495.87,0.4358,2.3781,180.0,242.3089,0.0,0.0,0.0,182.0,154.0059,-177.6219,1.0364,236.14000000000001,117.88110000000006,-87744.770487
1076,RegionE,48.684,191.976,540.19,561.81,438.21,0.2283,0.0,206.1049,168.6313,0.0,0.0,0.0,135.3712,278.2809,-206.1049,0.0,240.66,165.45380000000006,-90317.22822899999
1076,RegionF,72.1146666667,182.425333,540.19,591.38,461.28,0.2698,0.0,197.5386,161.6225,0.0,0.0,0.0,142.237,236.8376,-197.5386,0.0,254.5399996667,181.02890000000008,-91120.60540799999
1077,RegionA,8.7866666667,263.173333,510.22,1063.9,0.0,0.6547,278.0885,0.0,466.1625,0.0,0.0,0.0,45.0,105.4348,278.0885,182.0645,271.9599996667,44.057500000000005,295858.35515
1077,RegionB,33.6833333333,262.836667,510.22,1019.57,0.0,0.6125,299.7567,0.0,450.1747,0.0,0.0,0.0,40.5,99.8913,299.7567,183.601,296.5200003333,60.045300000000054,305622.938619
1077,RegionC,31.8853333333,195.044667,510.22,990.01,0.0,0.5808,218.544,0.0,453.8506,0.0,0.0,0.0,38.25,92.1196,218.544,126.9303,226.9300003333,56.36940000000004,216360.74544
1077,RegionD,119.848,153.842,510.22,635.38,495.6,0.4435,156.8918,180.0,196.3141,0.0,0.0,0.0,59.5255,90.0,-23.1082,69.5815,273.69,133.90590000000003,10477.911883999986
1077,RegionE,54.6973333333,216.722667,510.22,561.5,437.97,0.2323,0.0,177.9903,145.6284,0.0,0.0,0.0,152.6737,114.1156,-177.9903,0.0,271.4200003333,186.60130000000004,-77954.411691
1077,RegionF,67.7973333333,199.762667,510.22,591.05,461.02,0.2745,3.0268,173.06,141.5945,0.0,0.0,0.0,141.2089,85.0,-170.0332,0.8308,267.56000033329997,195.56550000000001,-77995.13106
1078,RegionA,6.4716666667,302.858333,500.0,659.98,0.0,0.6644,367.484,0.0,395.9019,53.9866,0.0,53.9866,0.0,155.6423,367.484,244.1564,309.3299996667,50.11149999999998,242532.09032
1078,RegionB,37.164,271.556,500.0,632.48,0.0,0.6215,354.2562,0.0,387.9842,49.5,0.0,49.5,0.0,145.9263,354.2562,220.1702,308.71999999999997,62.51580000000001,224059.961376
1078,RegionC,31.56,260.32,500.0,614.15,0.0,0.5894,330.2914,0.0,380.747,46.75,0.0,46.75,0.0,135.5971,330.2914,194.6738,291.88,72.50299999999999,202848.46331
1078,RegionD,113.4133333333,182.736667,500.0,394.16,307.44,0.4501,236.92,157.4531,128.8253,71.5696,0.0,71.5696,0.0,157.2754,79.4669,106.6377,296.1500003333,142.15200000000002,44977.006135999996
1078,RegionE,50.0016666667,236.098333,500.0,348.32,271.69,0.2357,160.9312,133.4547,109.1902,60.6612,0.0,60.6612,0.0,171.1372,27.4765,37.9315,286.0999996667,196.69389999999999,19797.248140999996
1078,RegionF,70.8406666667,241.249333,500.0,366.66,285.99,0.2786,162.5053,117.1064,95.8143,53.2302,0.0,53.2302,0.0,135.0364,45.3988,45.274,312.0899996667,233.84909999999996,26092.933962000003
1079,RegionA,2.5546666667,334.885333,510.22,659.61,0.0,0.6716,400.8787,0.0,400.8882,54.6666,0.0,54.6666,0.0,206.4823,400.8787,269.2301,337.4399996667,54.66520000000003,264423.599307
1079,RegionB,39.9596666667,309.540333,510.22,632.12,0.0,0.6283,401.0512,0.0,389.9463,49.5,0.0,49.5,0.0,191.9613,401.0512,251.9805,349.4999996667,70.77370000000002,253512.484544
1079,RegionC,42.4253333333,266.974667,510.22,613.8,0.0,0.5958,350.117,0.0,386.615,46.75,0.0,46.75,0.0,179.0746,350.117,208.5997,309.4000003333,76.85500000000002,214901.81459999998
1079,RegionD,131.0996666667,180.030333,510.22,393.93,307.27,0.455,251.3784,159.8749,130.8067,72.6704,0.0,72.6704,0.0,225.5856,91.5035,114.3772,311.1299996667,146.86800000000002,49900.732589
1079,RegionE,60.8816666667,237.888333,510.22,348.13,271.54,0.2383,168.0581,134.1189,109.7336,60.9631,0.0,60.9631,0.0,228.4425,33.9392,40.0483,298.76999966669996,205.40440000000004,22087.420246999995
1079,RegionF,71.3956666667,256.464333,510.22,366.45,285.83,0.2817,165.5426,114.1274,93.3769,51.8761,0.0,51.8761,0.0,183.7999,51.4152,46.6333,327.8599996667,250.8396,28042.051028
1080,RegionA,3.8,366.86,540.19,476.11,0.0,0.676,458.3441,0.0,425.1431,55.0,18.0,73.0,0.0,274.3723,458.3441,309.8406,370.66,60.04690000000005,218222.20945100003
1080,RegionB,36.7446666667,339.055333,540.19,456.27,0.0,0.6324,447.4305,0.0,414.5905,49.5,16.2,65.7,0.0,253.0623,447.4305,282.955,375.79999966670005,76.09950000000003,204149.114235
1080,RegionC,24.277,308.813,540.19,443.04,0.0,0.5997,392.2246,0.0,410.7004,46.75,15.3,62.05,0.0,236.7811,392.2246,235.2171,333.09,82.73960000000005,173771.18678400002
1080,RegionD,97.744,225.006,540.19,284.34,221.79,0.4579,325.1364,171.5148,140.3303,77.9613,62.4,140.3613,0.0,357.5252,153.6216,148.8799,322.75,150.3836000000001,54409.01648399999
1080,RegionE,45.32,287.62,540.19,251.28,196.0,0.2399,244.8787,136.9693,112.0658,62.2588,57.6,119.8588,0.0,341.1097,107.9095,58.7464,332.94,228.89610000000002,34687.136935999995
1080,RegionF,65.652,276.198,540.19,264.5,206.31,0.2835,228.4667,120.7832,98.8226,54.9014,60.0,114.9014,0.0,291.8072,107.6835,64.7703,341.84999999999997,265.68280000000004,35510.660158
1081,RegionA,3.4733333333,368.096667,587.87,475.83,0.0,0.677,459.4252,0.0,472.6757,55.0,18.0,73.0,0.0,342.2623,459.4252,311.0308,371.5700003333,60.1943,218608.292916
1081,RegionB,17.4616666667,372.078333,587.87,456.0,0.0,0.6334,463.1972,0.0,459.4882,49.5,16.2,65.7,0.0,314.1633,463.1972,293.3891,389.5399996667,78.8818,211217.9232
1081,RegionC,39.4426666667,334.617333,587.87,442.78,0.0,0.6006,438.5863,0.0,448.2035,46.75,15.3,62.05,0.0,294.4876,438.5863,263.4149,374.0599996667,92.91649999999998,194197.24191399998
1081,RegionD,88.2526666667,302.207333,587.87,284.18,221.66,0.4586,381.7539,179.2715,146.6766,81.487,62.4,143.887,0.0,492.779,202.4825,175.0724,390.4599996667,180.43490000000003,68749.50261200001
1081,RegionE,50.5203333333,346.969667,587.87,251.13,195.88,0.2402,281.1881,138.4221,113.2544,62.9191,57.6,120.5191,0.0,454.3977,142.7661,67.5414,397.49000033330003,273.2744,43500.646605
1081,RegionF,49.344,322.226,587.87,264.35,206.19,0.2839,240.2844,130.3546,106.6538,59.2521,60.0,119.2521,0.0,403.9042,109.9298,68.2168,371.57,291.60949999999997,36641.36616600001
1082,RegionA,2.9333333333,400.266667,650.0,475.54,0.0,0.6747,487.3218,0.0,584.6816,0.0,8.3202,8.3202,0.0,350.0,487.3218,328.796,403.2000003333,65.3184,231741.008772
1082,RegionB,8.2363333333,383.863667,650.0,455.73,0.0,0.6312,456.2108,0.0,570.5997,0.0,6.276,6.276,0.0,320.0,456.2108,287.9602,392.10000033330004,79.40030000000002,207908.94788400002
1082,RegionC,40.8306666667,347.969333,650.0,442.52,0.0,0.5985,445.8934,0.0,553.4221,0.0,5.9273,5.9273,0.0,300.0,445.8934,266.8672,388.7999996667,96.5779,197316.74736799998
1082,RegionD,80.8976666667,333.772333,650.0,284.01,221.53,0.4571,402.0977,180.0,187.1361,91.784,62.4,154.184,0.0,637.712,222.0977,183.7988,414.6699996667,191.0799,74324.36777699998
1082,RegionE,33.5216666667,385.258333,650.0,250.98,195.76,0.2394,293.1637,159.319,130.3519,72.4177,57.6,130.0177,0.0,576.6144,133.8447,70.1834,418.7799996667,287.91140000000007,42389.937986000004
